gene_id	GBP-24	GBP-25	GBP-22	GBP-23	GPO-1	GPO-2	GPO-3	GPO-4	GBP-9	GBP-10	GBP-11	GBP-12	GBP-5	GBP-6	GBP-20	GBP-21	GBP-3	GBP-4	GBP-7	GBP-8	GBP-16	GBP-17	GBP-18	GBP-19	GPO-36	GPO-37	GPO-30	GPO-31	GPO-32	GPO-33	GPO-34	GPO-35	GPO-160	GPO-161
Ec-25_001240	539.657	534.753	458.607	274.696	547.641	285.744	773.532	154.839	270.26	842.011	270.672	363.211	500.138	1002.556	138.917	151.892	565.638	551.836	998.751	1679.395	624.578	512.578	173.298	175.943	20.884	17.746	421.834	373.215	248.411	286.02	1603.017	1705.099	1124.53	1184.46
Ec-25_001250	1.28	1.399	1.542	1.092	2.269	4.403	1.513	1.809	1.122	1.479	0.807	0.992	1.296	1.18	1.198	1.508	0.807	0.89	1.599	1.106	1.075	1.187	2.646	2.502	0.04	0.048	0.409	0.15	0.326	0.69	0.34	0.266	1.013	0.853
Ec-25_001260	0.596	0.517	1.651	0.68	2.1	1.769	0.545	1.243	0.881	1.04	0.951	0.779	1.574	0	0.101	0.237	0	0.412	0	0.14	0	0	3.538	1.242	0.172	0.206	1.965	0.487	0	0	0.113	0	1.28	0.966
Ec-25_001270	0.488	0.31	0.683	0.272	2.38	3.848	0.817	1.705	0.44	0.891	0.856	0.312	2.414	0.075	0.304	0.213	0	0.906	0	0.084	0	0.15	3.347	1.64	0.413	0.864	1.533	1.46	0.281	0.471	0.271	0	0.929	1.304
Ec-25_001280	0.693	0.455	0.276	0.3	0.926	0.487	0.84	0.704	1.812	2.095	14.948	2.348	2.082	0.274	2.013	0.888	1.025	5.869	0.714	0.681	0.256	0.661	1.26	3.45	3.184	1.541	0.866	1.215	3.79	3.598	1.147	2.599	3.474	4.418
Ec-25_001290	32.242	28.634	20.011	15.511	55.384	59.641	56.108	65.746	50.838	47.504	65.012	61.486	39.146	23.451	47.556	46.374	49.767	57.646	49.991	35.545	38.38	52.175	46.456	50.792	3.829	3.363	43.501	53.62	65.337	71.444	44.716	39.483	27.117	28.302
Ec-25_001310	9.084	10.712	7.463	7.285	10.288	19.79	10.411	10.637	6.408	6.701	4.642	6.336	10.019	5.518	6.88	6.506	9.707	4.201	6.339	11.277	4.693	5.165	7.095	6.75	0.579	0.693	6.333	3.991	9.205	10.805	9.377	8.804	10.565	10.426
Ec-25_001320	0.063	0.181	0.133	0.106	0.272	0.258	0	0	0.171	0	0.37	0.152	0.409	0	0.118	0.415	0	0	0	0	0.136	0	0.318	0.29	0	0.24	0	0	0	0	0	0	0.079	0.07
Ec-25_001330	0.881	1.166	1.002	0.901	2.001	1.797	1.721	1.042	0.265	0.603	0.429	0.352	0.237	0.561	2.152	1.871	2.012	0.929	1.072	0.254	0.524	0.564	2.457	2.187	0.155	0	0.976	0.805	0.494	0.283	0.715	0.909	0.79	0.627
Ec-25_001340	1.993	1.107	1.744	2.222	5.718	4.741	7.507	2.175	3.597	15.013	11.162	5.571	3.215	3.046	4.35	5.442	6.529	7.146	9.586	9.467	15.645	9.958	6.668	7.989	1.053	1.26	7.826	3.477	7.182	3.365	13.164	9.249	7.632	5.733
Ec-25_001350	2.528	2.805	1.736	1.04	14.889	23.64	5.957	8.164	1.674	1.97	2.677	1.233	2.231	0.434	0.562	0.331	0.505	0.626	0.236	0.222	0.103	0.291	8.986	6.232	0.216	0.306	5.287	3.985	0.255	0.299	0.226	0.167	2.702	2.801
Ec-25_001360	29.129	32.329	60.854	52.207	36.505	32.163	32.15	29.969	27.115	28.286	23.528	23.839	32.693	36.355	37.317	35.999	22.908	24.116	32.289	30.746	27.919	30.199	38.387	38.675	1.861	2.573	31.877	28.006	34.132	32.145	38.24	38.497	28.271	30.174
Ec-25_001370	70.113	83.549	62.105	92.684	72.379	85.986	68.791	56.459	29.604	30.098	34.895	25.096	19.336	60.043	42.629	45.606	33.413	28.06	33.476	65.191	34.159	31.48	57.067	46.588	2.283	1.467	36.434	12.974	26.851	24.589	43.568	38.874	54.276	51.132
Ec-25_001380	14.129	14.178	15.038	10.231	19.37	35.385	16.067	20.951	24.739	19.617	21.517	29.394	43.746	13.306	28.309	29.473	27.357	14.119	16.622	9.394	16.509	20.397	30.647	22.808	2.741	2.639	21.97	27.497	30.71	31.905	15.172	14.734	10.191	11.348
Ec-25_001390	1.979	2.074	2.678	2.064	7.617	10.638	2.924	5.072	1.608	1.372	2.042	1.562	3.945	0.347	1.046	0.916	1.415	1.709	0.95	0.272	1.147	0.913	9.614	6.349	0.148	0.088	3.714	1.811	0.302	0.472	0.267	0.556	1.953	2.152
Ec-25_001400	15.226	15.108	20.794	19.725	16.807	15.905	17.112	17.705	19.155	17.239	19.96	20.413	20.071	20.742	21.538	21.734	25.835	17.218	16.165	13.751	13.426	15.79	21.131	20.355	1.511	1.786	15.682	18.707	17.552	17.126	10.088	10.739	7.954	8.463
Ec-25_001410	0.491	0.416	0.42	0.304	0.862	1.113	0.274	0.656	0.246	0.499	0.266	0.567	0.705	0.167	0.272	0.159	0	0.322	0.036	0.141	0.429	0.21	1.142	1.084	0	0.069	0.066	0.054	0	0	0	0.048	1.492	1.013
Ec-25_001430	36.876	33.963	25.067	23.618	73.325	99.203	71.223	60.699	45.445	42.291	56.504	50.37	31.509	39.101	39.66	38.269	50.962	40.786	33.03	44.806	29.566	32.886	35.422	36.549	37.54	33.725	53.113	45.264	46.291	46.351	39.455	38.261	49.605	50.316
Ec-25_001440	96.943	92.87	101.776	103.141	86.673	62.784	83.071	67.549	86.178	133.704	80.299	90.877	81.124	83.962	83.383	82.392	82.17	94.225	122.781	126.978	102.212	106.858	78.188	89.128	16.933	14.869	154.187	120.937	84.016	84.001	158.276	176.656	84.862	91.061
Ec-25_001450	450.682	506.139	633.187	653.046	280.821	234.769	203.785	190.731	244.914	365.882	236.7	202.871	217.891	438.767	393.086	378.109	193.289	196.902	406.718	420.962	382.597	330.855	285.845	298.003	36.898	36.699	204.904	211.638	128.824	137.539	370.375	397.124	197.637	190.423
Ec-25_001470	39.014	34.703	29.794	28.129	36.785	28.796	35.284	38.785	34.992	34.022	29.497	37.052	34.152	35.679	33.913	31.871	37.444	36.562	41.972	31.403	38.063	38.372	34.176	35.701	5.626	4.546	32.677	35.176	33.698	35.533	36.835	37.26	28.336	28.459
Ec-25_001480	5.305	6.168	5.828	6.467	4.921	9.746	3.678	4.123	5.496	4.258	4.13	4.186	3.067	5.155	5.865	6.006	6.841	2.601	4.27	5.592	3.521	4.118	6.771	5.386	0.407	0.049	2.375	1.614	3.815	3.124	3.189	3.134	2.713	2.79
Ec-25_001490	2.005	2.28	3.657	4.887	6.496	9.41	4.17	11.757	12.115	3.16	3.529	6.303	8.836	0.939	10.57	10.717	13.293	1.883	9.893	0.838	8.633	9.175	11.418	9.954	0.718	0.613	11.49	7.772	8.766	10.861	1.507	1.744	1.031	0.9
Ec-25_001500	0.08	0.134	0.211	0.336	0	0	21.808	7.965	0.653	0.441	3.701	3.227	0.324	0	0	0	0	0.051	0.12	0	0.043	0.046	0	0	0.064	0	0	0	0.29	0.291	0	0	0.849	0.851
Ec-25_001510	0.505	0.734	1.998	0.243	1.997	3.827	3.433	1.787	12.305	10.311	4.874	2.09	1.004	0.304	6.098	6.073	8.057	2.246	12.467	14.934	8.354	8.563	2.624	2.127	63.676	53.286	0.74	0.214	2.235	1.978	3.064	2.759	6.703	7.355
Ec-25_001520	5.169	5.192	1.973	0.391	12.549	8.973	3.594	1.292	2.119	4.653	0.879	0.545	0.345	0.169	0.063	0.029	0.311	0.305	0.12	0.676	0.229	0.2	3.256	2.13	69.452	65.303	2.109	0.94	0.27	0.503	0	0.018	0.332	0.395
Ec-25_001530	3.48	3.151	2.325	0.632	6.745	8.956	8.33	7.46	11.819	14.303	9.347	6.637	8.908	2.131	6.768	6.788	19.474	3.506	18.5	18.274	20.114	24.082	4.802	9.268	7.802	5.874	11.329	16.054	20.991	20.099	13.876	16.022	13.865	16.062
Ec-25_001540	5.454	5.925	5.16	4.327	7.644	9.019	5.466	6.483	6.349	6.578	5.683	6.459	8.947	4.829	5.937	5.077	8.481	6.006	7.057	6.021	4.314	5.1	7.876	6.369	0.779	1.012	3.308	3.045	4.635	4.512	3.793	3.5	3.314	3.612
Ec-25_001550	5.224	4.861	2.859	3.026	5.596	13.407	8.071	7.551	2.491	5.04	4.086	4.967	4.155	4.022	3.695	3.537	4.603	3.291	1.88	3.083	1.156	2.178	3.694	3.512	0.117	0.047	1.601	0.991	2.334	2.556	1.458	1.301	3.794	4.029
Ec-25_001560	9.324	8.898	8.61	4.779	12.393	19.256	13.803	16.418	8.114	9.17	6.706	10.647	23.722	6.603	7.22	6.291	12.12	7.03	4.743	7.007	3.474	4.989	6.09	8.271	0.278	0.388	7.63	8.395	15.087	16.375	9.361	8.334	11.184	13.314
Ec-25_001570	1.015	1.085	0.774	0.262	2.831	3.276	3.193	1.937	15.442	6.542	5.508	3.321	1.666	0.648	9.935	9.595	21.438	3.363	17.001	17.053	14.658	20.217	3.323	5.117	13.801	13.358	6.032	7.011	6.872	6.644	6.031	4.881	5.181	5.338
Ec-25_001580	22.855	25.645	11.4	7.758	50.994	63.989	15.706	20.661	4.299	5.983	6.605	3.372	4.541	1.367	0.739	0.636	2.453	3.352	0.814	1.096	0.134	0.384	16.478	12.103	0.462	0.473	21.362	7.653	1.019	1.284	0.55	0.625	4.564	4.447
Ec-25_001590	1.928	2.302	1.342	0.991	7.901	8.245	2.801	3.577	1.321	0.891	0.34	0.39	2.099	0.533	0.087	0.305	0.664	0.176	0.139	0.301	0.1	0.107	6.823	4.206	0.074	0.088	2.864	1.251	0	0	0.048	0	1.299	1.346
Ec-25_001600	2.643	3.357	3.238	0.982	17.064	18.566	6.638	13.465	1.988	2.011	0.429	0.352	5.686	1.347	0.55	0.321	0	0.372	1.169	0	0	0.677	7.371	7.738	0	0.557	4.791	3.953	0	1.275	0	0	1.459	2.289
Ec-25_001610	45.015	47.397	20.209	29.848	41.488	36.921	44.256	43.676	23.671	25.367	26.152	27.651	20.624	29.156	27.734	25.287	34.576	32.184	18.019	24.173	17.607	20.798	35.9	30.475	5.807	3.014	22.169	17.57	36.56	29.806	28.111	25.383	41.759	40.899
Ec-25_001620	72.037	72.298	90.409	100.666	99.354	84.584	62.456	75.599	82.331	81.302	68.629	74.032	56.544	88.279	107.984	112.397	76.803	70.902	111.47	97.264	83.233	88.245	93.559	99.646	29.387	23.132	75.092	73.826	71.97	71.24	95.925	95.693	58.603	60.53
Ec-25_001630	48.434	47.198	35.769	29.598	29.413	19.452	43.093	19.428	14.857	42.915	39.548	30.428	27.118	46.836	6.076	5.845	11.987	23.138	14.665	18.864	6.932	8.428	13.04	12.947	5.195	5.845	16.445	18.413	13.975	13.526	13.246	13.96	20.783	21.881
Ec-25_001640	6.474	6.577	12.509	11.154	7.711	9.621	5.351	6.751	13.412	12.053	7.561	9.315	15.066	5.885	8.698	8.599	10.532	4.833	14.101	9.034	6.828	7.419	10.73	9.699	3.905	3.489	7.648	7.491	8.317	7.089	6.148	6.678	7.252	7.395
Ec-25_001650	21.632	24.519	14.878	10.041	110.897	116.47	51.226	50.673	15.497	15	20.203	11.066	19.847	4.28	7.643	5.554	3.846	6.459	3.241	2.862	1.448	2.745	93.441	59.555	2.929	2.672	32.584	33.981	5.738	5.155	2.543	2.702	21.066	22.935
Ec-25_001660	13.124	14.412	17.591	14.598	11.997	16.446	12.235	16.13	12.532	13.568	8.542	15.174	21.394	7.509	14.33	14.308	13.928	12.604	18.909	11.08	13.559	14.043	14.467	15.624	0.601	0.718	7.75	11.01	10.69	11.203	12.364	14.14	7.06	8.468
Ec-25_001670	41.02	43.677	45.751	64.836	28.119	29.901	17.554	11.196	14.812	20.084	18.428	13.106	15.811	46.862	17.911	18.257	9.503	33.171	22.457	34.548	17.405	16.47	27.742	27.674	6.987	8.067	10.465	4.886	4.6	5.938	19.732	17.731	19.723	19.881
Ec-25_001680	18.387	19.987	39.332	31.737	16.201	12.332	21.387	8.488	8.188	19.103	9.558	12.42	16.327	40.187	9.006	10.65	5.072	16.088	19.776	19.188	9.777	9.677	14.713	14.137	5.871	7.723	7.605	6.645	3.025	2.322	15.705	17.184	15.637	16.836
Ec-25_001690	9.85	8.652	14.137	10.953	9.509	4.568	13.701	5.34	5.096	7.472	8.283	4.327	6.785	64.101	5.674	5.609	2.069	20.057	4.565	7.423	4.127	5.412	6.463	7.785	6.62	6.212	3.369	3.92	3.471	3.088	5.547	5.9	10.306	11.624
Ec-25_001700	8.518	11.508	9.388	9.499	12.093	1.961	17.434	7.381	28.48	28.855	11.856	6.876	8.678	16.193	8.097	7.156	5.853	8.443	20.398	16.157	7.978	7.693	9.013	15.938	23.49	25.926	13.344	19.776	28.852	23.748	12.475	12.831	25.774	31.422
Ec-25_001710	29.175	32.858	36.684	37.978	53.904	39.719	39.381	44.77	37.587	31.272	35.665	36.183	47.968	31.688	30.193	33.637	33.616	27.24	26.894	21.561	21.881	25.274	37.93	36.996	84.204	82.745	55.187	45.688	51.323	42.287	29.677	30.536	27.792	27.962
Ec-25_001720	1.63	1.788	1.077	0.489	9.168	9.271	6.231	4.041	1.794	1.85	2.695	1.587	2.431	1.162	0.559	0.142	0.371	0.723	0.207	0.252	0.097	0.135	3.912	3.258	1.03	0.64	2.99	3.341	0.281	0.169	0.257	0.086	2.235	2.524
Ec-25_001730	3.049	3.105	1.335	0.951	21.6	22.457	19.399	10.268	3.624	1.126	4.274	2.107	1.511	6.116	1.377	0.856	0.752	1.5	0.152	0.396	0.164	0.419	10.724	6.658	1.728	2.211	11.366	6.205	0.744	0.747	0.419	0.254	10.699	10.911
Ec-25_001740	167.165	153.049	87.426	57.422	151.227	136.257	198.28	38.142	95.041	92.636	136.801	105.821	47.344	199.66	25.715	27.305	47.666	239.129	87.99	202.805	35.569	36.862	35.215	29.835	28.625	23.699	111.082	132.149	98.892	98.037	159.34	149.442	183.926	185.559
Ec-25_001750	77.493	84.725	63.432	76.576	61.567	63.219	55.042	50.892	28.917	52.834	22.358	37.331	32.142	51.168	64.417	62.939	32.47	45.79	50.049	84.253	42.061	42.824	63.404	62.898	1.516	1.662	34.666	25.269	32.283	36.22	82.129	67.211	48.11	50.629
Ec-25_001760	0	0	0.104	0.041	0	0	0	0	0	0	0	0	0	0	1.387	1.295	1.059	0.125	0	0	0.106	0.114	0.248	0.226	0	0	0	0	0	0	0	0	0	0.22
Ec-25_001770	5.521	5.616	6.281	5.507	3.465	5.512	4.044	3.861	11.057	8.351	9.076	7.786	7.144	7.913	6.672	5.78	7.605	6.915	7.155	5.887	4.002	4.244	5.052	5.863	0.73	2.181	7.401	7.742	7.959	7.991	4.439	3.966	6.18	7.109
Ec-25_001780	3.172	3.438	4.446	2.952	4.395	2.507	5.678	5.585	24.003	18.498	16.053	12.045	5.279	2.774	28.848	27.856	40.574	17.693	18.789	9.403	33.521	37.867	9.431	15.333	27.732	27.825	19.983	23.757	35.82	37.915	23.476	25.454	14.04	17.279
Ec-25_001790	5.032	5.043	7.703	7.108	15.327	15.493	8.825	10.263	9.836	11.577	10.338	8.76	9.192	2.45	10.75	11.255	8.74	4.267	11.2	7.013	7.422	9.089	9.772	10.824	0.376	0.36	7.918	9.8	7.461	6.117	7.38	7.556	2.802	3.12
Ec-25_001800	2.888	3.929	3.033	4.037	6.053	8.991	5.25	3.859	4.22	3.644	4.554	3.279	3.556	0.959	6.116	6.228	2.785	2.598	3.215	4.186	4.476	4.865	6.773	5.399	0.663	0.432	4.822	3.695	2.794	5.171	2.617	3.024	2.195	2.413
Ec-25_001810	0.188	0.536	0.427	0.131	0	1.403	0.157	0.102	2.456	1.542	1.92	0.824	0.101	0.143	0.293	0.82	0.671	0.396	1.93	1.216	0.201	0.216	0.628	0.573	2.976	1.898	0.34	0.281	0.361	0	0.131	0	0.505	0.627
Ec-25_001820	40.149	35.843	16.244	11.403	57.921	71.644	46.323	74.76	21.827	27.166	22.708	29.734	126.52	34.904	16.381	15.753	22.049	16.279	14.649	14.903	15.439	17.136	36.514	31.984	27.853	25.25	20.284	24.472	32.063	29.034	9.9	10.069	10.171	11.137
Ec-25_001830	13.311	12.399	8.819	8.489	13.261	19.088	11.416	13.179	7.54	7.407	9.319	11.343	10.782	10.237	6.084	5.063	6.999	7.913	5.257	4.446	3.577	4.703	9.604	8.438	9.543	8.993	6.903	6.18	8.055	7.619	4.891	5.622	4.017	4.031
Ec-25_001840	9.135	9.11	6.38	7.22	7.93	13.228	10.326	13.264	8.7	8.885	12.994	12.952	9.433	4.574	8.69	7.385	12.462	8.749	7.608	7.615	6.358	6.988	8.14	9.524	7.098	5.197	9.66	11.16	11.986	11.813	8.99	10.338	6.072	6.121
Ec-25_001850	296.056	274.272	88.034	16.392	778.013	321.449	305.752	79.744	114.618	173.839	68.372	38.778	14.171	22.779	17.153	7.466	15.186	37.133	10.23	21.633	2.379	2.487	115.216	79.691	7469.176	7649.41	338.806	214.517	30.964	31.973	2.833	2.602	48.744	58.182
Ec-25_001860	8.377	7.423	4.254	2.033	19.739	28.686	6.789	8.141	1.65	7.352	3.05	2.275	3.514	1.576	0.303	0.227	0.348	0.853	0.316	0.563	0.062	0.127	7.167	4.648	0.185	0.184	3.642	3.316	0.28	0.169	0.169	0.181	2.041	2.014
Ec-25_001870	4.829	5.65	5.419	3.316	26.273	23.871	8.14	11.541	3.92	5.56	2.483	2.186	9.036	1.082	0.765	0.344	1.631	3.186	0.72	0.775	0.168	0.363	15.4	10.128	0.599	0.477	14.03	13.931	0.817	0.319	1.411	0.584	1.251	1.472
Ec-25_001880	29.223	30.346	25.235	16.076	33.447	23.421	29.461	29.885	45.653	42.49	66.769	70.583	56.164	34.905	28.976	29.018	62.582	30.157	29.051	25.04	32.906	33.387	64.707	54.007	2.11	1.933	52.254	56.346	0.34	0.423	13.328	15.53	42.845	45.367
Ec-25_001890	6.354	6.621	6.714	2.428	13.773	13.422	7.015	7.135	4.184	6.589	6.859	5.592	4.172	1.853	2.032	1.977	6.77	4.533	12.548	10.655	7.572	7.276	11.342	8.176	0.308	0.147	4.945	4.061	4.902	5.446	3.938	3.172	3.815	3.981
Ec-25_001900	37.711	31.962	10.308	8.667	24.503	23.138	31.498	12.905	7.599	11.712	17.408	12.088	9.021	66.019	8.814	8.211	8.689	32.77	7.078	35.883	7.31	7.78	10.678	9.608	2.152	1.729	12.669	9.242	13.144	13.93	16.547	14.481	42.859	44.717
Ec-25_001910	9.607	9.723	8.002	6.291	13.884	24.273	13.83	14.299	12.802	11.047	9.184	11.928	14.268	12.85	13.712	11.969	13.915	12.706	11.902	12.503	10.153	10.968	13.296	12.456	1.896	1.266	7.46	8.61	9.301	10.104	9.863	10.142	8.308	9.151
Ec-25_001920	7.281	7.54	13.257	10.466	19.279	33.304	17.658	23.715	23.634	18.628	21.251	21.37	31.532	5.366	18.173	16.237	41.424	9.762	32.948	9.577	30.408	32.545	23.972	21.652	23.792	20.797	18.386	19.288	20.039	21.922	18.711	17.607	5.115	5.201
Ec-25_001930	38.178	40.513	49.427	37.855	63.41	57.191	69.906	75.241	71.271	65.594	59.391	82.056	135.179	62.905	48.742	45.735	102.913	54.373	61.381	54.587	58.638	67.563	53.351	55.608	20.71	23.093	69.85	94.859	105.781	102.128	87.909	102.103	57.88	63.361
Ec-25_001940	49.115	52.992	43.285	41.247	74.811	82.951	80.928	82.727	73.022	62.213	83.613	79.867	60.838	74.236	67.03	67.773	139.103	63.278	59.08	84.358	67.394	80.363	89.125	79.276	23.738	23.72	44.286	43.758	82.259	80.165	59.223	61.083	66.943	68.933
Ec-25_001950	0.098	0.109	0.155	0.082	0.919	2.411	1.155	1.183	0.845	0.18	1.151	0.983	0.795	0.188	0.031	0	0.352	0.208	0	0	0.07	0.114	0.948	0.715	0.26	0.249	0.893	0.786	2.177	1.758	0.137	0.174	0.856	1.005
Ec-25_001960	3.293	3.015	2.588	1.332	8.229	8.491	4.909	3.548	6.328	4.831	3.663	3.716	4.044	2.923	4.81	5.523	1.898	2.366	3.552	3.138	2.638	2.695	8.158	7.495	1.482	1.047	2.926	3.177	2.021	3.69	2.881	2.028	4.011	4.329
Ec-25_001970	47.965	47.366	41.288	46.071	41.317	55.34	44.117	36.36	38.519	36.132	29.377	31.008	25.703	78.52	34.233	34.424	32.381	29.765	36.302	41.17	25.209	30.081	40.827	43.285	8.837	9.351	33.53	27.32	40.593	36.617	30.223	29.717	46.485	48.707
Ec-25_001980	49.226	44.785	69.276	53.189	71.341	38.64	72.803	60.426	67.441	75.37	51.667	60.238	96.333	148.911	53.696	52.603	55.743	54.07	70.549	63.678	41.692	48.724	62.749	64.799	20.642	18.304	66.386	75.986	85.367	81.558	58.689	70.661	76.451	79.639
Ec-25_001990	4.588	4.228	2.698	1.967	6.319	7.418	9.387	6.994	6.777	4.342	4.681	6.317	2.853	1.76	4.215	4.083	6.44	4.772	4.517	3.978	6.645	7.311	6.868	6.192	6.032	5.695	8.951	6.538	11.161	11.206	3.202	1.991	4.083	5.054
Ec-25_002000	18.453	17.859	18.766	13.124	21.594	24.667	24.323	24.583	38.021	32.552	25.859	32.012	35.138	14.092	38.68	36.835	39.408	38.838	48.233	25.851	48.675	47.586	32.798	30.652	6.907	5.457	40.323	37.87	36.221	40.42	42.273	40.332	21.572	20.963
Ec-25_002010	0.027	0.103	0.057	0	0	0.22	0.068	0.088	0.073	0	0.039	0.129	0	0	0.657	0.236	0.145	0.205	0.134	0.07	0	0.031	0.339	0.495	0.086	0	0	0	0	0	0.085	0	0.101	0.075
Ec-25_002020	15.743	18.007	19.835	17.464	14.453	16.108	12.464	11.891	12.506	15.962	8.846	10.443	17.102	21.776	17.101	16.717	12.652	8.204	12.62	21.578	10.403	10.906	13.906	12.634	0.515	0.567	15.07	12.416	10.656	9.496	13.524	14.678	16.896	17.808
Ec-25_002030	21.138	19.905	17.759	15.547	28.59	28.417	21.595	26.966	18.074	21.604	22.93	23.752	23.784	21.242	19.629	19.304	19.186	23.067	14.374	20.085	11.952	13.841	25.137	22.293	1.984	2.012	22.215	23.282	32.736	29.429	18.648	19.067	18.578	21.301
Ec-25_002040	16.006	15.083	10.976	8.184	11.521	12.743	14.989	13.968	6.203	7.285	11.285	8.832	9.855	6.199	6.404	5.254	8.438	8.73	3.127	3.161	2.123	5.465	11.74	10.234	3.59	3.129	12.821	7.797	10.476	8.46	4.174	3.91	7.489	7.946
Ec-25_002050	8.779	7.368	7.913	4.664	10.429	5.077	15.757	13.697	6.337	6.093	7.179	10.38	15.638	5.29	5.124	4.279	8.957	8.738	3.568	1.72	2.026	4.364	8.373	8.632	3.79	2.832	7.581	9.582	9.14	10.666	5.298	5.062	4.659	5.212
Ec-25_002060	120.156	130.76	136.326	97.362	116.092	77.577	134.211	26.855	33.536	207.096	121.954	122.655	259.83	221.249	1.675	1.224	117.936	110.067	42.714	150.348	20.129	13.878	45.692	35.441	330.71	351.334	50.828	53.066	37.847	34.692	204.259	227.408	145.375	166.837
Ec-25_002070	0.656	0.645	0.45	0.162	2.348	3.042	4.822	6.129	15.184	3.992	13.401	6.486	7.91	7.648	7.985	8.343	15.894	10.313	6.887	5.905	18.616	30.212	13.137	16.201	4.599	6.181	13.167	17.166	20.886	18.451	4.783	5.385	20.253	20.671
Ec-25_002080	16.776	17.921	11.416	13.025	21.371	32.742	15.383	17.98	11.551	8.03	11.379	13.418	10.799	14.396	13.916	12.76	15.558	9.69	8.404	20.009	9.789	11.452	16.47	14.583	0	0.166	6.581	3.664	8.451	11.715	10.724	6.904	13.07	10.937
Ec-25_002090	30.029	30.158	40.953	25.317	58.541	40.748	39.301	41.391	31.128	37.099	21.634	37.351	59.035	27.05	26.352	22.221	34.201	23.156	34.863	28.852	20.619	20.265	24.773	23.992	5.535	1.369	32.071	25.745	29.327	26.831	36.914	39.586	27.213	31.969
Ec-25_002100	10.74	9.943	11.35	6.017	40.561	25.763	45.472	72.234	57.442	30.075	85.685	73.085	63.104	4.725	20.035	20.22	78.108	45.828	37.519	6.389	32.329	55.155	46.203	44.265	36.527	35.099	74.692	85.684	93.203	73.826	25.861	31.086	9.944	11.736
Ec-25_002110	11.262	10.67	7.901	4.742	29.568	46.637	26.371	36.324	37.376	16.047	54.086	43.785	18.648	3.572	16.877	18.072	52.559	33.557	20.436	4.4	21.881	33.485	37.026	31.515	18.674	22.332	45.008	33.086	48.735	50.419	14.267	10.412	6.018	6.332
Ec-25_002120	17.141	16.718	12.552	9.202	45.212	36.297	26.795	20.152	23.939	26.068	22.197	19.424	17.275	14.035	18.65	19.056	34.5	17.019	20.846	33.079	15.785	17.426	19.934	19.382	135.83	144.217	24.896	24.053	22.693	22.746	21.655	23.411	25.235	28.957
Ec-25_002130	0	0.03	0	0	0	0	0	0	0.43	0	0.093	0	0	0	0.059	0.139	0	0	0	0	0	0	0	0	0.906	0.963	0	0.095	0	0.092	0.066	0	0.079	0
Ec-25_002140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ec-25_002150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ec-25_002160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ec-25_002170	0	0	0	0	0	0	0	0.089	0	0	0.08	0.065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.079	0	0	0	0
Ec-25_002180	0	0	0	0	0	0	0	0	0	0	0.059	0	0	0	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ec-25_002190	0	0	0	0	0	0	0	0	0	0	0	0.027	0	0	0	0	0	0	0	0.03	0	0.026	0	0	0	0	0	0	0	0	0	0	0	0.026
Ec-25_002200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ec-25_002210	0.341	0.226	0.152	0.069	0.978	3.666	3.737	3.688	1.846	1.076	1.027	2.599	1	0.64	2.629	2.663	10.524	2.014	0.761	1.633	1.195	8.578	1.4	2.793	17.234	14.301	4.532	3.832	13.286	12.621	1.099	0.986	10.447	12.621
Ec-25_002220	0.084	0.032	0.035	0.07	0.072	0.546	0.505	0.055	0.091	0.138	0.098	0.321	0	0.23	0.313	0.476	0.958	0.509	0.333	0.043	0.179	1.236	0.21	0.806	0	0.064	0.121	0.25	0.579	0.873	0.245	0.178	0.728	0.504
Ec-25_002230	1.779	1.643	1.161	0.781	4.95	4.581	11.148	9.651	6.545	3.963	3.965	5.382	5.74	1.051	3.867	3.259	12.396	2.911	1.645	2.142	1.327	1.471	1.533	2.697	0.313	0.341	9.869	10.375	17.927	20.132	1.556	1.334	8.449	8.655
Ec-25_002240	8.597	8.032	10.834	10.395	10.254	13.181	8.221	9.702	7.686	8.797	6.66	10.077	9.291	8.694	12.327	12.401	11.551	9.177	10.722	9.019	7.408	8.314	14.143	12.72	0.197	0.314	5.708	9.482	9.617	8.216	10.632	11.923	6.948	7.313
Ec-25_002250	9.404	10.942	7.386	9.209	6.916	7.844	6.087	7.419	4.922	5.413	4.08	6.186	4.675	3.685	10.105	10.417	12.334	6.001	6.345	11.809	7.615	9.174	9.124	10.139	0.167	0.2	14.42	10.481	16.558	13.498	9.453	9.292	9.261	10.708
